full_text,Filtering,Case_Folding,Tokenizing,Stemming,Stopwords_Removal,clean_text
Lah yeoboku kpopers wkwk. Insomnia once uaena suka tripleS. Semuanya d suka sma dia smpai beli albumnya jga wkwk klau skrang udh nggk wota lgi udh pensiun,Lah yeoboku kpopers wkwk Insomnia once uaena suka tripleS Semuanya d suka sma dia smpai beli albumnya jga wkwk klau skrang udh nggk wota lgi udh pensiun,lah yeoboku kpopers wkwk insomnia once uaena suka triples semuanya d suka sma dia smpai beli albumnya jga wkwk klau skrang udh nggk wota lgi udh pensiun,"['lah', 'yeoboku', 'kpopers', 'wkwk', 'insomnia', 'once', 'uaena', 'suka', 'triples', 'semuanya', 'd', 'suka', 'sma', 'dia', 'smpai', 'beli', 'albumnya', 'jga', 'wkwk', 'klau', 'skrang', 'udh', 'nggk', 'wota', 'lgi', 'udh', 'pensiun']","['lah', 'yeoboku', 'kpopers', 'wkwk', 'insomnia', 'once', 'uaena', 'suka', 'triples', 'semua', 'd', 'suka', 'sma', 'dia', 'smpai', 'beli', 'album', 'jga', 'wkwk', 'klau', 'skrang', 'udh', 'nggk', 'wota', 'lgi', 'udh', 'pensiun']","['lah', 'yeoboku', 'kpopers', 'wkwk', 'insomnia', 'once', 'uaena', 'suka', 'triples', 'semua', 'd', 'suka', 'sma', 'smpai', 'beli', 'album', 'jga', 'wkwk', 'klau', 'skrang', 'udh', 'nggk', 'wota', 'lgi', 'udh', 'pensiun']","['lah', 'yeoboku', 'kpopers', 'wkwk', 'insomnia', 'once', 'uaena', 'suka', 'triples', 'semua', 'd', 'suka', 'sma', 'smpai', 'beli', 'album', 'jga', 'wkwk', 'klau', 'skrang', 'udh', 'nggk', 'wota', 'lgi', 'udh', 'pensiun']"
@vivzeuna Woiya dong. Kalau nggak cakep nanti mana mungkin InSomnia terus terpikat ke aku. Tujuan muliaku adalah biar mereka terus setia sama kami. Nggak bakalan ngejar kok! Kamu yang tendang nanti aku pegangin tali kekangnya biar nggak ngejar kamu (risiko ditanggung pribadi)., Woiya dong Kalau nggak cakep nanti mana mungkin InSomnia terus terpikat ke aku Tujuan muliaku adalah biar mereka terus setia sama kami Nggak bakalan ngejar kok Kamu yang tendang nanti aku pegangin tali kekangnya biar nggak ngejar kamu risiko ditanggung pribadi, woiya dong kalau nggak cakep nanti mana mungkin insomnia terus terpikat ke aku tujuan muliaku adalah biar mereka terus setia sama kami nggak bakalan ngejar kok kamu yang tendang nanti aku pegangin tali kekangnya biar nggak ngejar kamu risiko ditanggung pribadi,"['woiya', 'dong', 'kalau', 'nggak', 'cakep', 'nanti', 'mana', 'mungkin', 'insomnia', 'terus', 'terpikat', 'ke', 'aku', 'tujuan', 'muliaku', 'adalah', 'biar', 'mereka', 'terus', 'setia', 'sama', 'kami', 'nggak', 'bakalan', 'ngejar', 'kok', 'kamu', 'yang', 'tendang', 'nanti', 'aku', 'pegangin', 'tali', 'kekangnya', 'biar', 'nggak', 'ngejar', 'kamu', 'risiko', 'ditanggung', 'pribadi']","['woiya', 'dong', 'kalau', 'nggak', 'cakep', 'nanti', 'mana', 'mungkin', 'insomnia', 'terus', 'pikat', 'ke', 'aku', 'tuju', 'mulia', 'adalah', 'biar', 'mereka', 'terus', 'setia', 'sama', 'kami', 'nggak', 'bakal', 'ngejar', 'kok', 'kamu', 'yang', 'tendang', 'nanti', 'aku', 'pegangin', 'tali', 'kekang', 'biar', 'nggak', 'ngejar', 'kamu', 'risiko', 'tanggung', 'pribadi']","['woiya', 'dong', 'kalau', 'nggak', 'cakep', 'nanti', 'mana', 'mungkin', 'insomnia', 'terus', 'pikat', 'aku', 'tuju', 'mulia', 'adalah', 'biar', 'terus', 'setia', 'sama', 'nggak', 'bakal', 'ngejar', 'kok', 'tendang', 'nanti', 'aku', 'pegangin', 'tali', 'kekang', 'biar', 'nggak', 'ngejar', 'risiko', 'tanggung', 'pribadi']","['woiya', 'dong', 'kalau', 'nggak', 'cakep', 'nanti', 'mana', 'mungkin', 'insomnia', 'terus', 'pikat', 'aku', 'tuju', 'mulia', 'adalah', 'biar', 'terus', 'setia', 'sama', 'nggak', 'bakal', 'ngejar', 'kok', 'tendang', 'nanti', 'aku', 'pegangin', 'tali', 'kekang', 'biar', 'nggak', 'ngejar', 'risiko', 'tanggung', 'pribadi']"
Ada yang takut haechan selama hiatus nggak bisa ngelakuin hobinya tenang aja ini lee haechan banyak hal yang bisa dia lakuin semoga kalian nggak lupa gimana insomnia bisa kebentuk. Setelah ini kita bakal ketemu lee haechan yang lebih kuat lebih berani jadi ayo sembuh bareng,Ada yang takut haechan selama hiatus nggak bisa ngelakuin hobinya tenang aja ini lee haechan banyak hal yang bisa dia lakuin semoga kalian nggak lupa gimana insomnia bisa kebentuk Setelah ini kita bakal ketemu lee haechan yang lebih kuat lebih berani jadi ayo sembuh bareng,ada yang takut haechan selama hiatus nggak bisa ngelakuin hobinya tenang aja ini lee haechan banyak hal yang bisa dia lakuin semoga kalian nggak lupa gimana insomnia bisa kebentuk setelah ini kita bakal ketemu lee haechan yang lebih kuat lebih berani jadi ayo sembuh bareng,"['ada', 'yang', 'takut', 'haechan', 'selama', 'hiatus', 'nggak', 'bisa', 'ngelakuin', 'hobinya', 'tenang', 'aja', 'ini', 'lee', 'haechan', 'banyak', 'hal', 'yang', 'bisa', 'dia', 'lakuin', 'semoga', 'kalian', 'nggak', 'lupa', 'gimana', 'insomnia', 'bisa', 'kebentuk', 'setelah', 'ini', 'kita', 'bakal', 'ketemu', 'lee', 'haechan', 'yang', 'lebih', 'kuat', 'lebih', 'berani', 'jadi', 'ayo', 'sembuh', 'bareng']","['ada', 'yang', 'takut', 'haechan', 'lama', 'hiatus', 'nggak', 'bisa', 'ngelakuin', 'hobi', 'tenang', 'aja', 'ini', 'lee', 'haechan', 'banyak', 'hal', 'yang', 'bisa', 'dia', 'lakuin', 'moga', 'kalian', 'nggak', 'lupa', 'gimana', 'insomnia', 'bisa', 'bentuk', 'telah', 'ini', 'kita', 'bakal', 'ketemu', 'lee', 'haechan', 'yang', 'lebih', 'kuat', 'lebih', 'berani', 'jadi', 'ayo', 'sembuh', 'bareng']","['takut', 'haechan', 'lama', 'hiatus', 'nggak', 'bisa', 'ngelakuin', 'hobi', 'tenang', 'aja', 'lee', 'haechan', 'banyak', 'hal', 'bisa', 'lakuin', 'moga', 'kalian', 'nggak', 'lupa', 'gimana', 'insomnia', 'bisa', 'bentuk', 'telah', 'bakal', 'ketemu', 'lee', 'haechan', 'lebih', 'kuat', 'lebih', 'berani', 'ayo', 'sembuh', 'bareng']","['takut', 'haechan', 'lama', 'hiatus', 'nggak', 'bisa', 'ngelakuin', 'hobi', 'tenang', 'aja', 'lee', 'haechan', 'banyak', 'hal', 'bisa', 'lakuin', 'moga', 'kalian', 'nggak', 'lupa', 'gimana', 'insomnia', 'bisa', 'bentuk', 'telah', 'bakal', 'ketemu', 'lee', 'haechan', 'lebih', 'kuat', 'lebih', 'berani', 'ayo', 'sembuh', 'bareng']"
aku akhir2 ini insomnia tapi semangat ngopi nya gapernah pudar,aku akhir ini insomnia tapi semangat ngopi nya gapernah pudar,aku akhir ini insomnia tapi semangat ngopi nya gapernah pudar,"['aku', 'akhir', 'ini', 'insomnia', 'tapi', 'semangat', 'ngopi', 'nya', 'gapernah', 'pudar']","['aku', 'akhir', 'ini', 'insomnia', 'tapi', 'semangat', 'ngopi', 'nya', 'gapernah', 'pudar']","['aku', 'akhir', 'insomnia', 'tapi', 'semangat', 'ngopi', 'nya', 'gapernah', 'pudar']","['aku', 'akhir', 'insomnia', 'tapi', 'semangat', 'ngopi', 'nya', 'gapernah', 'pudar']"
Ngga Chan. Gua butuh lagu Insomnia buat nemenin begadang ya,Ngga Chan Gua butuh lagu Insomnia buat nemenin begadang ya,ngga chan gua butuh lagu insomnia buat nemenin begadang ya,"['ngga', 'chan', 'gua', 'butuh', 'lagu', 'insomnia', 'buat', 'nemenin', 'begadang', 'ya']","['ngga', 'chan', 'gua', 'butuh', 'lagu', 'insomnia', 'buat', 'nemenin', 'begadang', 'ya']","['ngga', 'chan', 'gua', 'butuh', 'lagu', 'insomnia', 'buat', 'nemenin', 'begadang', 'ya']","['ngga', 'chan', 'gua', 'butuh', 'lagu', 'insomnia', 'buat', 'nemenin', 'begadang', 'ya']"
km release sendiri aja bisa gak sih chan itu insomnia aku suka banget tau mana full eng jadi cepet hafalnya :(,km release sendiri aja bisa gak sih chan itu insomnia aku suka banget tau mana full eng jadi cepet hafalnya ,km release sendiri aja bisa gak sih chan itu insomnia aku suka banget tau mana full eng jadi cepet hafalnya ,"['km', 'release', 'sendiri', 'aja', 'bisa', 'gak', 'sih', 'chan', 'itu', 'insomnia', 'aku', 'suka', 'banget', 'tau', 'mana', 'full', 'eng', 'jadi', 'cepet', 'hafalnya']","['km', 'release', 'sendiri', 'aja', 'bisa', 'gak', 'sih', 'chan', 'itu', 'insomnia', 'aku', 'suka', 'banget', 'tau', 'mana', 'full', 'eng', 'jadi', 'cepet', 'hafal']","['km', 'release', 'sendiri', 'aja', 'bisa', 'gak', 'sih', 'chan', 'insomnia', 'aku', 'suka', 'banget', 'tau', 'mana', 'full', 'eng', 'cepet', 'hafal']","['km', 'release', 'sendiri', 'aja', 'bisa', 'gak', 'sih', 'chan', 'insomnia', 'aku', 'suka', 'banget', 'tau', 'mana', 'full', 'eng', 'cepet', 'hafal']"
Bertahun-tahun insomnia. Pas pindah ke jkt ga pernahh lagi. Wow... alhamdulillah banget jam 9 udah ngantuk ,Bertahuntahun insomnia Pas pindah ke jkt ga pernahh lagi Wow alhamdulillah banget jam  udah ngantuk ,bertahuntahun insomnia pas pindah ke jkt ga pernahh lagi wow alhamdulillah banget jam  udah ngantuk ,"['bertahuntahun', 'insomnia', 'pas', 'pindah', 'ke', 'jkt', 'ga', 'pernahh', 'lagi', 'wow', 'alhamdulillah', 'banget', 'jam', 'udah', 'ngantuk']","['bertahuntahun', 'insomnia', 'pas', 'pindah', 'ke', 'jkt', 'ga', 'pernahh', 'lagi', 'wow', 'alhamdulillah', 'banget', 'jam', 'udah', 'ngantuk']","['bertahuntahun', 'insomnia', 'pas', 'pindah', 'jkt', 'ga', 'pernahh', 'wow', 'alhamdulillah', 'banget', 'jam', 'udah', 'ngantuk']","['bertahuntahun', 'insomnia', 'pas', 'pindah', 'jkt', 'ga', 'pernahh', 'wow', 'alhamdulillah', 'banget', 'jam', 'udah', 'ngantuk']"
Percaya banget. Bikin rambut rontok parah jerawatan insomnia parah kena meniere maagh dan terakhir kena gastroenteritis ,Percaya banget Bikin rambut rontok parah jerawatan insomnia parah kena meniere maagh dan terakhir kena gastroenteritis ,percaya banget bikin rambut rontok parah jerawatan insomnia parah kena meniere maagh dan terakhir kena gastroenteritis ,"['percaya', 'banget', 'bikin', 'rambut', 'rontok', 'parah', 'jerawatan', 'insomnia', 'parah', 'kena', 'meniere', 'maagh', 'dan', 'terakhir', 'kena', 'gastroenteritis']","['percaya', 'banget', 'bikin', 'rambut', 'rontok', 'parah', 'jerawat', 'insomnia', 'parah', 'kena', 'meniere', 'maagh', 'dan', 'akhir', 'kena', 'gastroenteritis']","['percaya', 'banget', 'bikin', 'rambut', 'rontok', 'parah', 'jerawat', 'insomnia', 'parah', 'kena', 'meniere', 'maagh', 'akhir', 'kena', 'gastroenteritis']","['percaya', 'banget', 'bikin', 'rambut', 'rontok', 'parah', 'jerawat', 'insomnia', 'parah', 'kena', 'meniere', 'maagh', 'akhir', 'kena', 'gastroenteritis']"
Oiyaaa dulu pernah janjiin insomnia juga ya bang,Oiyaaa dulu pernah janjiin insomnia juga ya bang,oiyaaa dulu pernah janjiin insomnia juga ya bang,"['oiyaaa', 'dulu', 'pernah', 'janjiin', 'insomnia', 'juga', 'ya', 'bang']","['oiyaaa', 'dulu', 'pernah', 'janjiin', 'insomnia', 'juga', 'ya', 'bang']","['oiyaaa', 'dulu', 'pernah', 'janjiin', 'insomnia', 'ya', 'bang']","['oiyaaa', 'dulu', 'pernah', 'janjiin', 'insomnia', 'ya', 'bang']"
tapi insomnia seenak itu cuy,tapi insomnia seenak itu cuy,tapi insomnia seenak itu cuy,"['tapi', 'insomnia', 'seenak', 'itu', 'cuy']","['tapi', 'insomnia', 'enak', 'itu', 'cuy']","['tapi', 'insomnia', 'enak', 'cuy']","['tapi', 'insomnia', 'enak', 'cuy']"
IYA tapi ttp kita pengen insomnia juga ,IYA tapi ttp kita pengen insomnia juga ,iya tapi ttp kita pengen insomnia juga ,"['iya', 'tapi', 'ttp', 'kita', 'pengen', 'insomnia', 'juga']","['iya', 'tapi', 'ttp', 'kita', 'ken', 'insomnia', 'juga']","['iya', 'tapi', 'ttp', 'ken', 'insomnia']","['iya', 'tapi', 'ttp', 'ken', 'insomnia']"
Tapi jujur aku suka bgt insomnia gimana dooongggg menurut ku cocok bgt suaramu di lagu itu,Tapi jujur aku suka bgt insomnia gimana dooongggg menurut ku cocok bgt suaramu di lagu itu,tapi jujur aku suka bgt insomnia gimana dooongggg menurut ku cocok bgt suaramu di lagu itu,"['tapi', 'jujur', 'aku', 'suka', 'bgt', 'insomnia', 'gimana', 'dooongggg', 'menurut', 'ku', 'cocok', 'bgt', 'suaramu', 'di', 'lagu', 'itu']","['tapi', 'jujur', 'aku', 'suka', 'bgt', 'insomnia', 'gimana', 'dooongggg', 'turut', 'ku', 'cocok', 'bgt', 'suara', 'di', 'lagu', 'itu']","['tapi', 'jujur', 'aku', 'suka', 'bgt', 'insomnia', 'gimana', 'dooongggg', 'turut', 'ku', 'cocok', 'bgt', 'suara', 'lagu']","['tapi', 'jujur', 'aku', 'suka', 'bgt', 'insomnia', 'gimana', 'dooongggg', 'turut', 'ku', 'cocok', 'bgt', 'suara', 'lagu']"
Tapi aku masih tetep berharap Insomnia rilis chan sumpah itu lagu bagus banget ️,Tapi aku masih tetep berharap Insomnia rilis chan sumpah itu lagu bagus banget ,tapi aku masih tetep berharap insomnia rilis chan sumpah itu lagu bagus banget ,"['tapi', 'aku', 'masih', 'tetep', 'berharap', 'insomnia', 'rilis', 'chan', 'sumpah', 'itu', 'lagu', 'bagus', 'banget']","['tapi', 'aku', 'masih', 'tetep', 'harap', 'insomnia', 'rilis', 'chan', 'sumpah', 'itu', 'lagu', 'bagus', 'banget']","['tapi', 'aku', 'masih', 'tetep', 'harap', 'insomnia', 'rilis', 'chan', 'sumpah', 'lagu', 'bagus', 'banget']","['tapi', 'aku', 'masih', 'tetep', 'harap', 'insomnia', 'rilis', 'chan', 'sumpah', 'lagu', 'bagus', 'banget']"
Why am I having insomnia. Takkan sebab minum coke malam2 kot,Why am I having insomnia Takkan sebab minum coke malam kot,why am i having insomnia takkan sebab minum coke malam kot,"['why', 'am', 'i', 'having', 'insomnia', 'takkan', 'sebab', 'minum', 'coke', 'malam', 'kot']","['why', 'am', 'i', 'having', 'insomnia', 'tak', 'sebab', 'minum', 'coke', 'malam', 'kot']","['why', 'am', 'i', 'having', 'insomnia', 'tak', 'sebab', 'minum', 'coke', 'malam', 'kot']","['why', 'am', 'i', 'having', 'insomnia', 'tak', 'sebab', 'minum', 'coke', 'malam', 'kot']"
insomnia terus deh akhir-akhir ini.... ada apakah gerangan!?!?!?,insomnia terus deh akhirakhir ini ada apakah gerangan,insomnia terus deh akhirakhir ini ada apakah gerangan,"['insomnia', 'terus', 'deh', 'akhirakhir', 'ini', 'ada', 'apakah', 'gerangan']","['insomnia', 'terus', 'deh', 'akhirakhir', 'ini', 'ada', 'apakah', 'gerangan']","['insomnia', 'terus', 'deh', 'akhirakhir', 'apakah', 'gerangan']","['insomnia', 'terus', 'deh', 'akhirakhir', 'apakah', 'gerangan']"
semuanya BAGUSSS BANGET tapi aku harap sangat amat berharap insomnia bisa di release kapanpun itu aku akan sangat menunggu insomnia di release,semuanya BAGUSSS BANGET tapi aku harap sangat amat berharap insomnia bisa di release kapanpun itu aku akan sangat menunggu insomnia di release,semuanya bagusss banget tapi aku harap sangat amat berharap insomnia bisa di release kapanpun itu aku akan sangat menunggu insomnia di release,"['semuanya', 'bagusss', 'banget', 'tapi', 'aku', 'harap', 'sangat', 'amat', 'berharap', 'insomnia', 'bisa', 'di', 'release', 'kapanpun', 'itu', 'aku', 'akan', 'sangat', 'menunggu', 'insomnia', 'di', 'release']","['semua', 'bagusss', 'banget', 'tapi', 'aku', 'harap', 'sangat', 'amat', 'harap', 'insomnia', 'bisa', 'di', 'release', 'kapan', 'itu', 'aku', 'akan', 'sangat', 'tunggu', 'insomnia', 'di', 'release']","['semua', 'bagusss', 'banget', 'tapi', 'aku', 'harap', 'sangat', 'amat', 'harap', 'insomnia', 'bisa', 'release', 'kapan', 'aku', 'sangat', 'tunggu', 'insomnia', 'release']","['semua', 'bagusss', 'banget', 'tapi', 'aku', 'harap', 'sangat', 'amat', 'harap', 'insomnia', 'bisa', 'release', 'kapan', 'aku', 'sangat', 'tunggu', 'insomnia', 'release']"
stres kronis meningkatkan risiko hipertensi insomnia hingga depresi. teknik sederhana seperti meditasi olahraga dan journaling membantu menjaga kesehatan mental tetap stabil. JOSSGAWIN INVINCIBLE #JossGawinFancon,stres kronis meningkatkan risiko hipertensi insomnia hingga depresi teknik sederhana seperti meditasi olahraga dan journaling membantu menjaga kesehatan mental tetap stabil JOSSGAWIN INVINCIBLE ,stres kronis meningkatkan risiko hipertensi insomnia hingga depresi teknik sederhana seperti meditasi olahraga dan journaling membantu menjaga kesehatan mental tetap stabil jossgawin invincible ,"['stres', 'kronis', 'meningkatkan', 'risiko', 'hipertensi', 'insomnia', 'hingga', 'depresi', 'teknik', 'sederhana', 'seperti', 'meditasi', 'olahraga', 'dan', 'journaling', 'membantu', 'menjaga', 'kesehatan', 'mental', 'tetap', 'stabil', 'jossgawin', 'invincible']","['stres', 'kronis', 'tingkat', 'risiko', 'hipertensi', 'insomnia', 'hingga', 'depresi', 'teknik', 'sederhana', 'seperti', 'meditasi', 'olahraga', 'dan', 'journaling', 'bantu', 'jaga', 'sehat', 'mental', 'tetap', 'stabil', 'jossgawin', 'invincible']","['stres', 'kronis', 'tingkat', 'risiko', 'hipertensi', 'insomnia', 'hingga', 'depresi', 'teknik', 'sederhana', 'seperti', 'meditasi', 'olahraga', 'journaling', 'bantu', 'jaga', 'sehat', 'mental', 'tetap', 'stabil', 'jossgawin', 'invincible']","['stres', 'kronis', 'tingkat', 'risiko', 'hipertensi', 'insomnia', 'hingga', 'depresi', 'teknik', 'sederhana', 'seperti', 'meditasi', 'olahraga', 'journaling', 'bantu', 'jaga', 'sehat', 'mental', 'tetap', 'stabil', 'jossgawin', 'invincible']"
Tp kita tetep butuh insomnia,Tp kita tetep butuh insomnia,tp kita tetep butuh insomnia,"['tp', 'kita', 'tetep', 'butuh', 'insomnia']","['tp', 'kita', 'tetep', 'butuh', 'insomnia']","['tp', 'tetep', 'butuh', 'insomnia']","['tp', 'tetep', 'butuh', 'insomnia']"
setia menunggu insomnia nya haechan beneran rilis. LHC2 LHC3 lesgo,setia menunggu insomnia nya haechan beneran rilis LHC LHC lesgo,setia menunggu insomnia nya haechan beneran rilis lhc lhc lesgo,"['setia', 'menunggu', 'insomnia', 'nya', 'haechan', 'beneran', 'rilis', 'lhc', 'lhc', 'lesgo']","['setia', 'tunggu', 'insomnia', 'nya', 'haechan', 'beneran', 'rilis', 'lhc', 'lhc', 'lesgo']","['setia', 'tunggu', 'insomnia', 'nya', 'haechan', 'beneran', 'rilis', 'lhc', 'lhc', 'lesgo']","['setia', 'tunggu', 'insomnia', 'nya', 'haechan', 'beneran', 'rilis', 'lhc', 'lhc', 'lesgo']"
noooo insomnia semoga bisa masuk di second album ya chan ,noooo insomnia semoga bisa masuk di second album ya chan ,noooo insomnia semoga bisa masuk di second album ya chan ,"['noooo', 'insomnia', 'semoga', 'bisa', 'masuk', 'di', 'second', 'album', 'ya', 'chan']","['noooo', 'insomnia', 'moga', 'bisa', 'masuk', 'di', 'second', 'album', 'ya', 'chan']","['noooo', 'insomnia', 'moga', 'bisa', 'masuk', 'second', 'album', 'ya', 'chan']","['noooo', 'insomnia', 'moga', 'bisa', 'masuk', 'second', 'album', 'ya', 'chan']"
iyaa iyaaa. semua lagu di taste emang bagus banget better than insomnia,iyaa iyaaa semua lagu di taste emang bagus banget better than insomnia,iyaa iyaaa semua lagu di taste emang bagus banget better than insomnia,"['iyaa', 'iyaaa', 'semua', 'lagu', 'di', 'taste', 'emang', 'bagus', 'banget', 'better', 'than', 'insomnia']","['iyaa', 'iyaaa', 'semua', 'lagu', 'di', 'taste', 'emang', 'bagus', 'banget', 'better', 'than', 'insomnia']","['iyaa', 'iyaaa', 'semua', 'lagu', 'taste', 'emang', 'bagus', 'banget', 'better', 'than', 'insomnia']","['iyaa', 'iyaaa', 'semua', 'lagu', 'taste', 'emang', 'bagus', 'banget', 'better', 'than', 'insomnia']"
nooo insomnia sama martini blue tetep jadi lagi yg gue harapkan untuk dirilis!!,nooo insomnia sama martini blue tetep jadi lagi yg gue harapkan untuk dirilis,nooo insomnia sama martini blue tetep jadi lagi yg gue harapkan untuk dirilis,"['nooo', 'insomnia', 'sama', 'martini', 'blue', 'tetep', 'jadi', 'lagi', 'yg', 'gue', 'harapkan', 'untuk', 'dirilis']","['nooo', 'insomnia', 'sama', 'martini', 'blue', 'tetep', 'jadi', 'lagi', 'yg', 'gue', 'harap', 'untuk', 'rilis']","['nooo', 'insomnia', 'sama', 'martini', 'blue', 'tetep', 'yg', 'gue', 'harap', 'rilis']","['nooo', 'insomnia', 'sama', 'martini', 'blue', 'tetep', 'yg', 'gue', 'harap', 'rilis']"
tttapi...insomnia jugaa bagus heyyy,tttapiinsomnia jugaa bagus heyyy,tttapiinsomnia jugaa bagus heyyy,"['tttapiinsomnia', 'jugaa', 'bagus', 'heyyy']","['tttapiinsomnia', 'jugaa', 'bagus', 'heyyy']","['tttapiinsomnia', 'jugaa', 'bagus', 'heyyy']","['tttapiinsomnia', 'jugaa', 'bagus', 'heyyy']"
tidak ada satu hari pun tanpa pening pusing minum panadol migrain insomnia kepala mau pecah hidung tersumbat mata berat astaga,tidak ada satu hari pun tanpa pening pusing minum panadol migrain insomnia kepala mau pecah hidung tersumbat mata berat astaga,tidak ada satu hari pun tanpa pening pusing minum panadol migrain insomnia kepala mau pecah hidung tersumbat mata berat astaga,"['tidak', 'ada', 'satu', 'hari', 'pun', 'tanpa', 'pening', 'pusing', 'minum', 'panadol', 'migrain', 'insomnia', 'kepala', 'mau', 'pecah', 'hidung', 'tersumbat', 'mata', 'berat', 'astaga']","['tidak', 'ada', 'satu', 'hari', 'pun', 'tanpa', 'pening', 'pusing', 'minum', 'panadol', 'migrain', 'insomnia', 'kepala', 'mau', 'pecah', 'hidung', 'sumbat', 'mata', 'berat', 'astaga']","['satu', 'hari', 'pun', 'tanpa', 'pening', 'pusing', 'minum', 'panadol', 'migrain', 'insomnia', 'kepala', 'mau', 'pecah', 'hidung', 'sumbat', 'mata', 'berat', 'astaga']","['satu', 'hari', 'pun', 'tanpa', 'pening', 'pusing', 'minum', 'panadol', 'migrain', 'insomnia', 'kepala', 'mau', 'pecah', 'hidung', 'sumbat', 'mata', 'berat', 'astaga']"
@Jodiminto 1.Indah Sundari Psikolog Playlist &amp; konten-psikologi dari Indah Sundari topik seperti insomnia self-worth overthinking. ▶️ [Playlist Indah Sundari Psikolog] ▶️ Contoh video Capek Tanpa Alasan? Overthinking Hidup Terasa Hampa ▶️ Video Curhat Bareng Indah , Indah Sundari Psikolog Playlist amp kontenpsikologi dari Indah Sundari topik seperti insomnia selfworth overthinking  Playlist Indah Sundari Psikolog  Contoh video Capek Tanpa Alasan Overthinking Hidup Terasa Hampa  Video Curhat Bareng Indah , indah sundari psikolog playlist amp kontenpsikologi dari indah sundari topik seperti insomnia selfworth overthinking  playlist indah sundari psikolog  contoh video capek tanpa alasan overthinking hidup terasa hampa  video curhat bareng indah ,"['indah', 'sundari', 'psikolog', 'playlist', 'amp', 'kontenpsikologi', 'dari', 'indah', 'sundari', 'topik', 'seperti', 'insomnia', 'selfworth', 'overthinking', 'playlist', 'indah', 'sundari', 'psikolog', 'contoh', 'video', 'capek', 'tanpa', 'alasan', 'overthinking', 'hidup', 'terasa', 'hampa', 'video', 'curhat', 'bareng', 'indah']","['indah', 'sundari', 'psikolog', 'playlist', 'amp', 'kontenpsikologi', 'dari', 'indah', 'sundari', 'topik', 'seperti', 'insomnia', 'selfworth', 'overthinking', 'playlist', 'indah', 'sundari', 'psikolog', 'contoh', 'video', 'capek', 'tanpa', 'alas', 'overthinking', 'hidup', 'asa', 'hampa', 'video', 'curhat', 'bareng', 'indah']","['indah', 'sundari', 'psikolog', 'playlist', 'amp', 'kontenpsikologi', 'indah', 'sundari', 'topik', 'seperti', 'insomnia', 'selfworth', 'overthinking', 'playlist', 'indah', 'sundari', 'psikolog', 'contoh', 'video', 'capek', 'tanpa', 'alas', 'overthinking', 'hidup', 'asa', 'hampa', 'video', 'curhat', 'bareng', 'indah']","['indah', 'sundari', 'psikolog', 'playlist', 'amp', 'kontenpsikologi', 'indah', 'sundari', 'topik', 'seperti', 'insomnia', 'selfworth', 'overthinking', 'playlist', 'indah', 'sundari', 'psikolog', 'contoh', 'video', 'capek', 'tanpa', 'alas', 'overthinking', 'hidup', 'asa', 'hampa', 'video', 'curhat', 'bareng', 'indah']"
Dasar mata insomnia susah euy,Dasar mata insomnia susah euy,dasar mata insomnia susah euy,"['dasar', 'mata', 'insomnia', 'susah', 'euy']","['dasar', 'mata', 'insomnia', 'susah', 'euy']","['dasar', 'mata', 'insomnia', 'susah', 'euy']","['dasar', 'mata', 'insomnia', 'susah', 'euy']"
